
-------------------------------
number of philos 5
[1005]: 1 is sleeping
[1005]: 3 is thinking
[1005]: 3 is sleeping
[1005]: 5 is thinking
[1005]: 5 is sleeping
[1006]: 2 is thinking
[1006]: 2 is sleeping
[1006]: 4 is thinking
[1006]: 4 is sleeping
[1006]: 1 is thinking
[1006]: 1 is sleeping
[1006]: 3 is thinking
[1006]: 3 is sleeping
[1007]: 5 is thinking
[1007]: 5 is sleeping
[1007]: 2 is thinking
[1007]: 2 is sleeping
[1007]: 4 is thinking
[1007]: 4 is sleeping
[1007]: 1 is thinking
[1007]: 1 is sleeping
[1008]: 3 is thinking
[1008]: 3 is sleeping
[1008]: 5 is thinking
[1008]: 5 is sleeping
[1008]: 2 is thinking
[1008]: 2 is sleeping
[1008]: 4 is thinking
[1008]: 4 is sleeping
[1009]: 1 is thinking
[1009]: 1 is sleeping
[1009]: 3 is thinking
[1009]: 3 is sleeping
[1009]: 3 is thinking
[1009]: 3 is sleeping
[1009]: 2 is thinking
[1009]: 2 is sleeping
[1010]: 4 is thinking
[1010]: 4 is sleeping
[1010]: 1 is thinking
[1010]: 1 is sleeping
[1010]: 1 is thinking
[1010]: 1 is sleeping
[1010]: 3 is thinking
[1010]: 3 is sleeping
[1011]: 3 is thinking
[1011]: 3 is sleeping
[1011]: 3 is thinking
[1011]: 3 is sleeping
[1011]: 5 is thinking
[1011]: 5 is sleeping
[1011]: 1 is thinking
[1011]: 1 is sleeping
[1012]: 2 is thinking
[1012]: 2 is sleeping
[1012]: 4 is thinking
[1012]: 4 is sleeping
[1012]: 3 is thinking
[1012]: 3 is sleeping
[1013]: 5 is thinking
[1013]: 5 is sleeping
[1013]: 1 is thinking
[1013]: 1 is sleeping
[1013]: 2 is thinking
[1013]: 2 is sleeping
[1013]: 4 is thinking
[1013]: 4 is sleeping
[1014]: 3 is thinking
[1014]: 3 is sleeping
[1014]: 5 is thinking
[1014]: 5 is sleeping
[1014]: 1 is thinking
[1014]: 1 is sleeping
[1014]: 2 is thinking
[1014]: 2 is sleeping
[1015]: 4 is thinking
[1015]: 4 is sleeping
[1015]: 3 is thinking
[1015]: 3 is sleeping
[1015]: 5 is thinking
[1015]: 5 is sleeping
[1015]: 1 is thinking
[1015]: 1 is sleeping
[1016]: 2 is thinking
[1016]: 2 is sleeping
[1016]: 4 is thinking
[1016]: 4 is sleeping
[1016]: 3 is thinking
[1016]: 3 is sleeping
[1016]: 5 is thinking
[1016]: 5 is sleeping
[1017]: 1 is thinking
[1017]: 1 is sleeping
[1017]: 2 is thinking
[1017]: 2 is sleeping
[1017]: 4 is thinking
[1017]: 4 is sleeping
[1017]: 3 is thinking
[1017]: 3 is sleeping
[1018]: 5 is thinking
[1018]: 5 is sleeping
[1018]: 1 is thinking
[1018]: 1 is sleeping
[1018]: 2 is thinking
[1018]: 2 is sleeping
[1018]: 4 is thinking
[1018]: 4 is sleeping
[1019]: 3 is thinking
[1019]: 3 is sleeping
[1019]: 5 is thinking
[1019]: 5 is sleeping
[1019]: 1 is thinking
[1019]: 1 is sleeping
[1019]: 2 is thinking
[1019]: 2 is sleeping
[1020]: 4 is thinking
[1020]: 4 is sleeping
[1020]: 3 is thinking
[1020]: 3 is sleeping
[1020]: 5 is thinking
[1020]: 5 is sleeping
[1020]: 1 is thinking
[1020]: 1 is sleeping
[1021]: 2 is thinking
[1021]: 2 is sleeping
[1021]: 4 is thinking
[1021]: 4 is sleeping
[1021]: 3 is thinking
[1021]: 3 is sleeping
[1021]: 5 is thinking
[1021]: 5 is sleeping
[1022]: 1 is thinking
[1022]: 1 is sleeping
[1022]: 2 is thinking
[1022]: 2 is sleeping
[1022]: 4 is thinking
[1022]: 4 is sleeping
[1023]: 3 is thinking
[1023]: 3 is sleeping
[1023]: 5 is thinking
[1023]: 5 is sleeping
[1023]: 1 is thinking
[1023]: 1 is sleeping
[1023]: 2 is thinking
[1023]: 2 is sleeping
[1024]: 4 is thinking
[1024]: 4 is sleeping
[1024]: 3 is thinking
[1024]: 3 is sleeping
[1024]: 5 is thinking
[1024]: 5 is sleeping
[1024]: 1 is thinking
[1024]: 1 is sleeping
[1025]: 2 is thinking
[1025]: 2 is sleeping
[1025]: 4 is thinking
[1025]: 4 is sleeping
[1025]: 3 is thinking
[1025]: 3 is sleeping
[1025]: 5 is thinking
[1025]: 5 is sleeping
[1026]: 1 is thinking
[1026]: 1 is sleeping
[1026]: 2 is thinking
[1026]: 2 is sleeping
[1026]: 4 is thinking
[1026]: 4 is sleeping
[1026]: 3 is thinking
[1026]: 3 is sleeping
[1027]: 5 is thinking
[1027]: 5 is sleeping
[1027]: 1 is thinking
[1027]: 1 is sleeping
[1027]: 2 is thinking
[1027]: 2 is sleeping
[1027]: 4 is thinking
[1027]: 4 is sleeping
[1028]: 3 is thinking
[1028]: 3 is sleeping
[1028]: 5 is thinking
[1028]: 5 is sleeping
[1028]: 1 is thinking
[1028]: 1 is sleeping
[1028]: 2 is thinking
[1028]: 2 is sleeping
[1029]: 4 is thinking
[1029]: 4 is sleeping
[1029]: 3 is thinking
[1029]: 3 is sleeping
[1029]: 5 is thinking
[1029]: 5 is sleeping
[1029]: 5 is thinking
[1029]: 5 is sleeping
[1030]: 5 is thinking
[1030]: 5 is sleeping
[1030]: 4 is thinking
[1030]: 4 is sleeping
[1030]: 4 is thinking
[1030]: 4 is sleeping
[1030]: 1 is thinking
[1031]: 1 is sleeping
[1031]: 1 is thinking
[1031]: 1 is sleeping
[1031]: 1 is thinking
[1031]: 1 is sleeping
[1031]: 3 is thinking
[1031]: 3 is sleeping
[1032]: 3 is thinking
[1032]: 3 is sleeping
[1032]: 2 is thinking
[1032]: 2 is sleeping
[1032]: 2 is thinking
[1032]: 2 is sleeping
[1032]: 2 is thinking
[1032]: 2 is sleeping
[1033]: 4 is thinking
[1033]: 4 is sleeping
[1033]: 4 is thinking
[1033]: 4 is sleeping
[1033]: 5 is thinking
[1033]: 5 is sleeping
[1033]: 5 is thinking
[1033]: 5 is sleeping
[1034]: 5 is thinking
[1034]: 5 is sleeping
[1034]: 3 is thinking
[1034]: 3 is sleeping
[1034]: 3 is thinking
[1034]: 3 is sleeping
[1034]: 1 is thinking
[1034]: 1 is sleeping
[1035]: 1 is thinking
[1035]: 1 is sleeping
[1035]: 5 is thinking
[1035]: 5 is sleeping
[1035]: 5 is thinking
[1035]: 5 is sleeping
[1035]: 3 is thinking
[1035]: 3 is sleeping
[1036]: 2 is thinking
[1036]: 2 is sleeping
[1036]: 1 is thinking
[1036]: 1 is sleeping
[1036]: 4 is thinking
[1036]: 4 is sleeping
[1036]: 4 is thinking
[1036]: 4 is sleeping
[1037]: 3 is thinking
[1037]: 3 is sleeping
[1037]: 2 is thinking
[1037]: 2 is sleeping
[1037]: 1 is thinking
[1037]: 1 is sleeping
[1037]: 5 is thinking
[1037]: 5 is sleeping
[1038]: 4 is thinking
[1038]: 4 is sleeping
[1038]: 3 is thinking
[1038]: 3 is sleeping
[1038]: 2 is thinking
[1038]: 2 is sleeping
[1038]: 1 is thinking
[1038]: 1 is sleeping
[1039]: 5 is thinking
[1039]: 5 is sleeping
[1039]: 4 is thinking
[1039]: 4 is sleeping
[1039]: 3 is thinking
[1039]: 3 is sleeping
[1040]: 2 is thinking
[1040]: 2 is sleeping
[1040]: 1 is thinking
[1040]: 1 is sleeping
[1040]: 5 is thinking
[1040]: 5 is sleeping
[1040]: 4 is thinking
[1040]: 4 is sleeping
[1041]: 3 is thinking
[1041]: 3 is sleeping
[1041]: 2 is thinking
[1041]: 2 is sleeping
[1041]: 1 is thinking
[1041]: 1 is sleeping
[1041]: 5 is thinking
[1041]: 5 is sleeping
[1042]: 4 is thinking
[1042]: 4 is sleeping
[1042]: 3 is thinking
[1042]: 3 is sleeping
[1042]: 2 is thinking
[1042]: 2 is sleeping
[1042]: 1 is thinking
[1042]: 1 is sleeping
[1043]: 5 is thinking
[1043]: 5 is sleeping
[1043]: 4 is thinking
[1043]: 4 is sleeping
[1043]: 3 is thinking
[1043]: 3 is sleeping
[1043]: 2 is thinking
[1043]: 2 is sleeping
[1044]: 1 is thinking
[1044]: 1 is sleeping
[1044]: 5 is thinking
[1044]: 5 is sleeping
[1044]: 4 is thinking
[1044]: 4 is sleeping
[1044]: 3 is thinking
[1044]: 3 is sleeping
[1045]: 2 is thinking
[1045]: 2 is sleeping
[1045]: 1 is thinking
[1045]: 1 is sleeping
[1045]: 5 is thinking
[1045]: 5 is sleeping
[1045]: 4 is thinking
[1045]: 4 is sleeping
[1046]: 3 is thinking
[1046]: 3 is sleeping
[1046]: 2 is thinking
[1046]: 2 is sleeping
[1046]: 1 is thinking
[1046]: 1 is sleeping
[1046]: 5 is thinking
[1046]: 5 is sleeping
[1047]: 4 is thinking
[1047]: 4 is sleeping
[1047]: 3 is thinking
[1047]: 3 is sleeping
[1047]: 2 is thinking
[1047]: 2 is sleeping
[1047]: 1 is thinking
[1047]: 1 is sleeping
[1048]: 5 is thinking
[1048]: 5 is sleeping
[1048]: 4 is thinking
[1048]: 4 is sleeping
[1048]: 3 is thinking
[1048]: 3 is sleeping
[1049]: 2 is thinking
[1049]: 2 is sleeping
[1049]: 1 is thinking
[1049]: 1 is sleeping
[1049]: 5 is thinking
[1049]: 5 is sleeping
[1049]: 4 is thinking
[1049]: 4 is sleeping
[1050]: 3 is thinking
[1050]: 3 is sleeping
[1050]: 2 is thinking
[1050]: 2 is sleeping
[1050]: 1 is thinking
[1050]: 1 is sleeping
[1050]: 5 is thinking
[1050]: 5 is sleeping
[1051]: 4 is thinking
[1051]: 4 is sleeping
[1051]: 3 is thinking
[1051]: 3 is sleeping
[1051]: 2 is thinking
[1051]: 2 is sleeping
[1051]: 1 is thinking
[1051]: 1 is sleeping
[1052]: 5 is thinking
[1052]: 5 is sleeping
[1052]: 4 is thinking
[1052]: 4 is sleeping
[1052]: 3 is thinking
[1052]: 3 is sleeping
[1052]: 2 is thinking
[1052]: 2 is sleeping
[1053]: 1 is thinking
[1053]: 1 is sleeping
[1053]: 5 is thinking
[1053]: 5 is sleeping
[1053]: 4 is thinking
[1053]: 4 is sleeping
[1053]: 3 is thinking
[1053]: 3 is sleeping
[1054]: 2 is thinking
[1054]: 2 is sleeping
[1054]: 1 is thinking
[1054]: 1 is sleeping
[1054]: 5 is thinking
[1054]: 5 is sleeping
[1054]: 4 is thinking
[1054]: 4 is sleep
